citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
Heather Antecol; Career and Family Choices Among Elite Liberal Arts Graduates. Demography 1 August 2015; 52 (4): 1089–1120. doi: https://doi.org/10.1007/s13524-015-0408-z,2015,"Family choices, Career choices, Opting-out, Liberal arts college",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Lauren Gaydosh; Childhood Risk of Parental Absence in Tanzania. Demography 1 August 2015; 52 (4): 1121–1146. doi: https://doi.org/10.1007/s13524-015-0411-4,2015,"Family structure, Migration, Child fostering, Orphanhood, Sub-Saharan Africa","This section outlines the existing literature on parental absence in sub-Saharan Africa,1 organized around the causes examined in this article: death, marriage, migration, and child fostering.2 A comprehensive overview of each of these processes would require more detail and space than is available here. Thus, for each cause, I describe its current status and the associated characteristics. Although children live in a diverse range of family structures not limited to residence with parents, this article focuses exclusively on the coresidence of biological parents. Even in settings characterized by diffuse parenting responsibilities, biological parents play a critical role in the socialization, development, and well-being of children (Clark and Hamplová 2013; Goody 1982; Grant and Yeatman 2014).",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
Lauren Gaydosh; Childhood Risk of Parental Absence in Tanzania. Demography 1 August 2015; 52 (4): 1121–1146. doi: https://doi.org/10.1007/s13524-015-0411-4,2015,"Family structure, Migration, Child fostering, Orphanhood, Sub-Saharan Africa","Although HDSS provide detailed longitudinal data unavailable from other sources in developing countries, the platform is not without its weaknesses. First, the data are not publicly available, and replication is not possible by external researchers. However, efforts are underway to anonymize and share the data (Sankoh and Byass 2012). Second, the data are not nationally representative. However, as Madhavan et al. (2012:715) have contended, nationally representative data cannot show population dynamics in the way that “localized, prospectively collected data can.” No nationally representative data are available in developing country contexts that would permit the kind of detailed longitudinal analysis of children’s experiences presented here. Although the data are not nationally representative, the broader social changes underway in Rufiji—urbanization, modernization, and individualization—are characteristic of the development processes in the region more generally. The results of this article are therefore relevant not only for this particular geographic locale but also for policymakers in Tanzania and other developing countries who are trying to improve children’s welfare in the face of social and economic changes that challenge traditional family forms.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Rachel Margolis, Mikko Myrskylä; Parental Well-being Surrounding First Birth as a Determinant of Further Parity Progression. Demography 1 August 2015; 52 (4): 1147–1166. doi: https://doi.org/10.1007/s13524-015-0413-2",2015,"Low fertility, Parity progression, Subjective well-being, Transition to parenthood",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jessica Houston Su, Rachel Dunifon, Sharon Sassler; Better for Baby? The Retreat From Mid-Pregnancy Marriage and Implications for Parenting and Child Well-being. Demography 1 August 2015; 52 (4): 1167–1194. doi: https://doi.org/10.1007/s13524-015-0410-5",2015,"Nonmarital fertility, Marital status, Child well-being, Selection bias",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Karen Mulligan; Contraception Use, Abortions, and Births: The Effect of Insurance Mandates. Demography 1 August 2015; 52 (4): 1195–1217. doi: https://doi.org/10.1007/s13524-015-0412-3",2015,"Contraception, Insurance, Mandates, Abortions, Affordable Care Act",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Emily Rauscher; Effects of Early U.S. Compulsory Schooling Laws on Educational Assortative Mating: The Importance of Context. Demography 1 August 2015; 52 (4): 1219–1242. doi: https://doi.org/10.1007/s13524-015-0402-5,2015,"Assortative mating, Compulsory schooling, Inequality, Educational expansion",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Lina Aldén, Lena Edlund, Mats Hammarstedt, Michael Mueller-Smith; Effect of Registered Partnership on Labor Earnings and Fertility for Same-Sex Couples: Evidence From Swedish Register Data. Demography 1 August 2015; 52 (4): 1243–1268. doi: https://doi.org/10.1007/s13524-015-0403-4",2015,"Same-sex partnership, Marriage premium, Paternity presumption",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Katherine J. Curtis, Elizabeth Fussell, Jack DeWaard; Recovery Migration After Hurricanes Katrina and Rita: Spatial Concentration and Intensification in the Migration System. Demography 1 August 2015; 52 (4): 1269–1293. doi: https://doi.org/10.1007/s13524-015-0400-7",2015,"Recovery migration, Migration system, Environment, Disasters, Hurricanes Katrina and Rita",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Elizabeth H. Baker, Michael S. Rendall, Margaret M. Weden; Epidemiological Paradox or Immigrant Vulnerability? Obesity Among Young Children of Immigrants. Demography 1 August 2015; 52 (4): 1295–1320. doi: https://doi.org/10.1007/s13524-015-0404-3",2015,"Child obesity, Acculturation, Hispanic",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Feinian Chen, Hui Liu, Kriti Vikram, Yu Guo; For Better or Worse: The Health Implications of Marriage Separation Due to Migration in Rural China. Demography 1 August 2015; 52 (4): 1321–1343. doi: https://doi.org/10.1007/s13524-015-0399-9",2015,"Marriage, Health, Migration, Gender, China",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Erin R. Hamilton, Robin Savinar; Two Sources of Error in Data on Migration From Mexico to the United States in Mexican Household-Based Surveys. Demography 1 August 2015; 52 (4): 1345–1355. doi: https://doi.org/10.1007/s13524-015-0409-y",2015,"Mexico-U.S. migration, Migration estimates, Sampling error, Reporting error, Survey data",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Bridget K. Gorman, Justin T. Denney, Hilary Dowdy, Rose Anne Medeiros; A New Piece of the Puzzle: Sexual Orientation, Gender, and Physical Health Status. Demography 1 August 2015; 52 (4): 1357–1382. doi: https://doi.org/10.1007/s13524-015-0406-1",2015,"Self-rated health, Sexual orientation, Gender, Bisexual, Gay/Lesbian",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Christopher R. Tamborini, ChangHwan Kim, Arthur Sakamoto; Education and Lifetime Earnings in the United States. Demography 1 August 2015; 52 (4): 1383–1407. doi: https://doi.org/10.1007/s13524-015-0407-0",2015,"Lifetime earnings, Survey of Income and Program Participation, Economic returns to college, Semi-synthetic cohort estimation",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Paula Fomby, Joshua A. Goode, Stefanie Mollborn; Family Complexity, Siblings, and Children’s Aggressive Behavior at School Entry. Demography 1 February 2016; 53 (1): 1–26. doi: https://doi.org/10.1007/s13524-015-0443-9",2016,"Family complexity, Union status, Siblings, Aggressive behavior, Early childhood",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Delia Furtado; Fertility Responses of High-Skilled Native Women to Immigrant Inflows. Demography 1 February 2016; 53 (1): 27–53. doi: https://doi.org/10.1007/s13524-015-0444-8,2016,"Fertility, Childcare, Immigration, Labor supply",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Isabel Günther, Kenneth Harttgen; Desired Fertility and Number of Children Born Across Time and Space. Demography 1 February 2016; 53 (1): 55–83. doi: https://doi.org/10.1007/s13524-015-0451-9",2016,"Fertility, Population growth, Development, Population policies",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Christina J. Diaz, Jeremy E. Fiel; The Effect(s) of Teen Pregnancy: Reconciling Theory, Methods, and Findings. Demography 1 February 2016; 53 (1): 85–116. doi: https://doi.org/10.1007/s13524-015-0446-6",2016,"Teenage childbearing, Teenage pregnancy, Effect heterogeneity, Socioeconomic attainment",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kathryn Grace, Stuart Sweeney; Ethnic Dimensions of Guatemala’s Stalled Transition: A Parity-Specific Analysis of Ladino and Indigenous Fertility Regimes. Demography 1 February 2016; 53 (1): 117–137. doi: https://doi.org/10.1007/s13524-015-0452-8",2016,"Fertility transition, Parity, Ethnicity, Guatemala",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Glenn Firebaugh, Chad R. Farrell; Still Large, but Narrowing: The Sizable Decline in Racial Neighborhood Inequality in Metropolitan America, 1980–2010. Demography 1 February 2016; 53 (1): 139–164. doi: https://doi.org/10.1007/s13524-015-0447-5",2010,"Neighborhood inequality, Racial inequality, Residential segregation, Neighborhood poverty, Concentrated disadvantage",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Ryan Gabriel; A Middle Ground? Residential Mobility and Attainment of Mixed-Race Couples. Demography 1 February 2016; 53 (1): 165–188. doi: https://doi.org/10.1007/s13524-015-0445-7,2016,"Mixed-race couples, Residential mobility, Residential attainment",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Jackelyn Hwang; Pioneers of Gentrification: Transformation in Global Neighborhoods in Urban America in the Late Twentieth Century. Demography 1 February 2016; 53 (1): 189–213. doi: https://doi.org/10.1007/s13524-015-0448-4,2016,"Gentrification, Immigration, Race and ethnicity, Multiethnic neighborhoods, Enclave","The findings highlight the role of immigration in shaping both the dynamics of the housing market at the neighborhood-level and the metropolitan-level conditions that structure neighborhood change. Although this study examines early gentrification, the rapid and widespread gentrification and immigrant settlement patterns of today are often dependent on preexisting neighborhood formations (Hackworth and Smith 2001; Waldinger 1989). The increased demand for affordable housing, the growth of multiethnic neighborhoods, and changing race-based residential preferences impact residential selection processes and have important implications for the future of residential segregation and immigrant incorporation. Data distinguishing nativity by racial and ethnic group became publicly available after 2000, and these differences should be examined in studies of more recent neighborhood changes. Moreover, an updated understanding of residential selection processes and discriminatory behaviors, more generally, that considers the intersection of nativity with race and ethnicity would enhance this area of research.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Joseph T. Lariscy, Claudia Nau, Glenn Firebaugh, Robert A. Hummer; Hispanic-White Differences in Lifespan Variability in the United States. Demography 1 February 2016; 53 (1): 215–239. doi: https://doi.org/10.1007/s13524-015-0450-x",2016,"Hispanic paradox, Lifespan variability, Adult mortality, Race/ethnicity, Cause of death",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Matthias Rieger, Sofia Karina Trommlerová; Age-Specific Correlates of Child Growth. Demography 1 February 2016; 53 (1): 241–267. doi: https://doi.org/10.1007/s13524-015-0449-3",2016,"Height-for-age, Child growth, Age heterogeneities, Gradient, Mother fixed effects",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Isaac Sasson; Trends in Life Expectancy and Lifespan Variation by Educational Attainment: United States, 1990–2010. Demography 1 April 2016; 53 (2): 269–293. doi: https://doi.org/10.1007/s13524-015-0453-7",2010,"Life expectancy, Lifespan variation, Educational disparities in mortality, Race and gender disparities, Vital statistics",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Teresa Molina; Reporting Heterogeneity and Health Disparities Across Gender and Education Levels: Evidence From Four Countries. Demography 1 April 2016; 53 (2): 295–323. doi: https://doi.org/10.1007/s13524-016-0456-z,2016,"Self-reported health, Anchoring vignettes, Gender health disparities, SES–health disparities",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Götz Rohwer; A Note on the Dependence of Health on Age and Education. Demography 1 April 2016; 53 (2): 325–335. doi: https://doi.org/10.1007/s13524-016-0457-y,2016,"Age trajectories of health, Mortality selection, Growth curve modeling, Hierarchical models",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Nicholas J. Bishop, Natalie D. Eggum-Wilkens, Steven A. Haas, Jennie J. Kronenfeld; Estimating the Co-Development of Cognitive Decline and Physical Mobility Limitations in Older U.S. Adults. Demography 1 April 2016; 53 (2): 337–364. doi: https://doi.org/10.1007/s13524-016-0458-x",2016,"Aging, Cognitive functioning, Physical mobility, Health and Retirement Study",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Sarah Damaske, Adrianne Frech; Women’s Work Pathways Across the Life Course. Demography 1 April 2016; 53 (2): 365–391. doi: https://doi.org/10.1007/s13524-016-0464-z",2016,"Workforce participation, Gender, Life course, Socioeconomic status, Work–family",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Lincoln H. Groves; Welfare Reform and Labor Force Exit by Young, Low-Skilled Single Males. Demography 1 April 2016; 53 (2): 393–418. doi: https://doi.org/10.1007/s13524-016-0460-3",2016,"Labor supply, Instrumental variables, Welfare reform, Young, low-skilled males, Disconnected men","I also analyzed a number of other characteristics of welfare reform, but did not include them in the final first-stage regression models because of their weak predicative power. Including them violates the relevance criterion of an instrumental variable. Examined in this analysis but not included in the final modeling were TANF attributes regarding the strictness of sanctions and time limits (Pavetti and Bloom 2001), state diversion policies under TANF (Urban Institute, Welfare Rules Database; anfdata.urban.org/wrd/wrdwelcome.cfm), and states with childcare fee waivers available through the Child Care Development Fund (Blau 2003).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Bruce Western, Deirdre Bloome, Benjamin Sosnaud, Laura M. Tach; Trends in Income Insecurity Among U.S. Children, 1984–2010. Demography 1 April 2016; 53 (2): 419–447. doi: https://doi.org/10.1007/s13524-016-0463-0",2010,"Income insecurity, Income volatility, Poverty, Unemployment, Children",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Marco Bertoni, Giorgio Brunello; Later-borns Don’t Give Up: The Temporary Effects of Birth Order on European Earnings. Demography 1 April 2016; 53 (2): 449–470. doi: https://doi.org/10.1007/s13524-016-0454-1",2016,"Birth order, Earnings, Risk aversion, Europe",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Daniel Schneider, Kristen Harknett, Sara McLanahan; Intimate Partner Violence in the Great Recession. Demography 1 April 2016; 53 (2): 471–505. doi: https://doi.org/10.1007/s13524-016-0462-1",2016,"Intimate partner violence, Recession, Relationship quality",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Carolyn A. Liebler, Renuka Bhaskar, Sonya R. Porter (née Rastogi); Joining, Leaving, and Staying in the American Indian/Alaska Native Race Category Between 2000 and 2010. Demography 1 April 2016; 53 (2): 507–540. doi: https://doi.org/10.1007/s13524-016-0461-2",2010,"American Indian, Census, Racial identification, Error of closure, Linked data",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Onur Altindag; Son Preference, Fertility Decline, and the Nonmissing Girls of Turkey. Demography 1 April 2016; 53 (2): 541–566. doi: https://doi.org/10.1007/s13524-016-0455-0",2016,"Son preference, Stopping rules, Turkey, Infant health",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Noli Brazil; Large-Scale Urban Riots and Residential Segregation: A Case Study of the 1960s U.S. Riots. Demography 1 April 2016; 53 (2): 567–595. doi: https://doi.org/10.1007/s13524-016-0459-9,2016,"Civil disorder, Riot, Segregation, Racial inequality, Synthetic control",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Rasheda Khanam, Son Nghiem; Family Income and Child Cognitive and Noncognitive Development in Australia: Does Money Matter?. Demography 1 June 2016; 53 (3): 597–621. doi: https://doi.org/10.1007/s13524-016-0466-x",2016,"Family income, Child cognitive and noncognitive development, Health inequalities, Panel data, Australia",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Sen Ma, Fangqi Wen; Who Coresides With Parents? An Analysis Based on Sibling Comparative Advantage. Demography 1 June 2016; 53 (3): 623–647. doi: https://doi.org/10.1007/s13524-016-0468-8",2016,"Coresidence, Elderly parents, Sibling comparative advantage",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ann Meier, Kelly Musick, Sarah Flood, Rachel Dunifon; Mothering Experiences: How Single Parenthood and Employment Structure the Emotional Valence of Parenting. Demography 1 June 2016; 53 (3): 649–674. doi: https://doi.org/10.1007/s13524-016-0474-x",2016,"Parenting, Emotional well-being, Maternal employment, Single mothers, Time use",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Changhyo Yi; Relationship Between the Formation Conditions and Durations of One-Person Households in the Seoul Metropolitan Region. Demography 1 June 2016; 53 (3): 675–697. doi: https://doi.org/10.1007/s13524-016-0465-y,2016,"One-person household, Formation condition, Duration of one-person household, Second demographic transition, Cox’s proportional hazard regressions",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Leonard M. Lopoo, Andrew S. London; Household Crowding During Childhood and Long-Term Education Outcomes. Demography 1 June 2016; 53 (3): 699–721. doi: https://doi.org/10.1007/s13524-016-0467-9",2016,"Crowding, Education, Childhood, Life course",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Benjamin G. Gibbs, Joseph Workman, Douglas B. Downey; The (Conditional) Resource Dilution Model: State- and Community-Level Modifications. Demography 1 June 2016; 53 (3): 723–748. doi: https://doi.org/10.1007/s13524-016-0471-0",2016,"Siblings, Educational Attainment, Historical Trends, Religious Affiliation",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"David R. Mann, Todd Honeycutt; Understanding the Disability Dynamics of Youth: Health Condition and Limitation Changes for Youth and Their Influence on Longitudinal Survey Attrition. Demography 1 June 2016; 53 (3): 749–776. doi: https://doi.org/10.1007/s13524-016-0469-7",2016,"Youth, Transition to adulthood, Disability changes, Longitudinal surveys, Survey attrition",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Martin O’Flaherty, Janeen Baxter, Michele Haynes, Gavin Turrell; The Family Life Course and Health: Partnership, Fertility Histories, and Later-Life Physical Health Trajectories in Australia. Demography 1 June 2016; 53 (3): 777–804. doi: https://doi.org/10.1007/s13524-016-0478-6",2016,"Life course, Health, Fertility, Marriage, Sequence analysis",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Emily Smith-Greenaway, Christie Sennott; Death and Desirability: Retrospective Reporting of Unintended Pregnancy After a Child’s Death. Demography 1 June 2016; 53 (3): 805–834. doi: https://doi.org/10.1007/s13524-016-0475-9",2016,"Unintended pregnancy, Measurement, Child mortality, Child health, Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Qingfeng Li, Amy O. Tsui; Maternal Risk Exposure and Adult Daughters’ Health, Schooling, and Employment: A Constructed Cohort Analysis of 50 Developing Countries. Demography 1 June 2016; 53 (3): 835–863. doi: https://doi.org/10.1007/s13524-016-0472-z",2016,"Fertility, Life course, Reproductive health, Cohort analysis, Developing countries",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Andrés Villarreal; The Education-Occupation Mismatch of International and Internal Migrants in Mexico, 2005–2012. Demography 1 June 2016; 53 (3): 865–883. doi: https://doi.org/10.1007/s13524-016-0470-1",2012,"International migration, Mexico-U.S. migration, Internal migration, Migrant selectivity, Education-occupation mismatch",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jarl E. Mooyaart, Aart C. Liefbroer; The Influence of Parental Education on Timing and Type of Union Formation: Changes Over the Life Course and Over Time in the Netherlands. Demography 1 August 2016; 53 (4): 885–919. doi: https://doi.org/10.1007/s13524-016-0473-y",2016,"Marriage, Cohabitation, Parental education, Historical change, Life course",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Janet Chen-Lan Kuo, R. Kelly Raley; Diverging Patterns of Union Transition Among Cohabitors by Race/Ethnicity and Education: Trends and Marital Intentions in the United States. Demography 1 August 2016; 53 (4): 921–935. doi: https://doi.org/10.1007/s13524-016-0483-9",2016,"Education, Race/Ethnicity, Cohabitation, Marital intention, Marriage",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Wendy D. Manning, Susan L. Brown, J. Bart Stykes; Same-Sex and Different-Sex Cohabiting Couple Relationship Stability. Demography 1 August 2016; 53 (4): 937–953. doi: https://doi.org/10.1007/s13524-016-0490-x",2016,"Union stability, LGBT, Cohabitation, Marriage",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Nicoletta Balbo, Bruno Arpino; The Role of Family Orientations in Shaping the Effect of Fertility on Subjective Well-being: A Propensity Score Matching Approach. Demography 1 August 2016; 53 (4): 955–978. doi: https://doi.org/10.1007/s13524-016-0480-z",2016,"Life satisfaction, Fertility, Family orientations, Propensity score matching",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Grant Miller, Christine Valente; Population Policy: Abortion and Modern Contraception Are Substitutes. Demography 1 August 2016; 53 (4): 979–1009. doi: https://doi.org/10.1007/s13524-016-0492-8",2016,"Abortion, Contraception, Nepal",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Karen Smith Conway, Jonathan C. Rork; How Has Elderly Migration Changed in the Twenty-First Century? What the Data Can—and Cannot—Tell Us. Demography 1 August 2016; 53 (4): 1011–1025. doi: https://doi.org/10.1007/s13524-016-0477-7",2016,"Interstate elderly migration, Census data","The CLF ended in 2000 and was replaced with the ACS, which became nationally representative in 2005. Like the CLF, the ACS is a mandatory survey conducted by mail, telephone, and personal interviews. The ACS is conducted annually, with continuous sampling throughout the year, and its publicly available, individual-level data are based on 1 % of the U.S. population. (See Table 1.) Therefore, five years of ACS data are required to approximate the CLF sample size. The ACS migration question compares current residence with that one year ago, thus capturing migration over a one-year period. Because of the smaller sample size and shorter migration window, in most analyses, we use 2006–2010 ACS data (capturing 2005–2010 migration) to create a comparable counterpart and what we dub a 2010 update to the earlier CLF samples.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Richelle L. Winkler, Kenneth M. Johnson; Moving Toward Integration? Effects of Migration on Ethnoracial Segregation Across the Rural-Urban Continuum. Demography 1 August 2016; 53 (4): 1027–1049. doi: https://doi.org/10.1007/s13524-016-0479-5",2016,"Segregation, Net migration, Suburbanization, Rural-Urban continuum, Retirement migration",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Lincoln Quillian, Hugues Lagrange; Socioeconomic Segregation in Large Cities in France and the United States. Demography 1 August 2016; 53 (4): 1051–1084. doi: https://doi.org/10.1007/s13524-016-0491-9",2016,"Segregation, Income segregation, Socioeconomic status, Franco-U.S. comparisons, Urban demography",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"John R. Logan, Hyoung-jin Shin; Birds of a Feather: Social Bases of Neighborhood Formation in Newark, New Jersey, 1880. Demography 1 August 2016; 53 (4): 1085–1108. doi: https://doi.org/10.1007/s13524-016-0487-5",2016,"Ethnic neighborhood, Residential segregation, Discrete choice model",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Neil K. Mehta, Irma T. Elo, Michal Engelman, Diane S. Lauderdale, Bert M. Kestenbaum; Life Expectancy Among U.S.-born and Foreign-born Older Adults in the United States: Estimates From Linked Social Security and Medicare Data. Demography 1 August 2016; 53 (4): 1109–1134. doi: https://doi.org/10.1007/s13524-016-0488-4",2016,"Immigration, Life expectancy, Mortality, Medicare, Social Security",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Petter Lundborg, Carl Hampus Lyttkens, Paul Nystedt; The Effect of Schooling on Mortality: New Evidence From 50,000 Swedish Twins. Demography 1 August 2016; 53 (4): 1135–1168. doi: https://doi.org/10.1007/s13524-016-0489-3",2016,"Mortality, Longevity, Schooling, Stratified partial likelihood, Twins",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Sandra Krapf, Michaela Kreyenfeld, Katharina Wolf; Gendered Authorship and Demographic Research: An Analysis of 50 Years of Demography. Demography 1 August 2016; 53 (4): 1169–1184. doi: https://doi.org/10.1007/s13524-016-0482-x",2016,"Demography, Publication practices, Female authorship, Gender, Bibliometrics",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Letícia J. Marteleto, Molly Dondero; Racial Inequality in Education in Brazil: A Twins Fixed-Effects Approach. Demography 1 August 2016; 53 (4): 1185–1205. doi: https://doi.org/10.1007/s13524-016-0484-8",2016,"Race, Education, Brazil, Fixed effects",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Christopher Wimer, Liana Fox, Irwin Garfinkel, Neeraj Kaushal, Jane Waldfogel; Progress on Poverty? New Estimates of Historical Trends Using an Anchored Supplemental Poverty Measure. Demography 1 August 2016; 53 (4): 1207–1218. doi: https://doi.org/10.1007/s13524-016-0485-7",2016,"Poverty, Social policy, Trends, Income",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Antonie Knigge; Beyond the Parental Generation: The Influence of Grandfathers and Great-grandfathers on Status Attainment. Demography 1 August 2016; 53 (4): 1219–1244. doi: https://doi.org/10.1007/s13524-016-0486-6,2016,"Social mobility, Status attainment, Multigenerational, Grandfathers, Sibling models",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Manfred te Grotenhuis, Ben Pelzer, Liying Luo, Alexander W. Schmidt-Catran; The Intrinsic Estimator, Alternative Estimates, and Predictions of Mortality Trends: A Comment on Masters, Hummer, Powers, Beck, Lin, and Finch. Demography 1 August 2016; 53 (4): 1245–1252. doi: https://doi.org/10.1007/s13524-016-0476-8",2016,"Cohort Effect, Black Female, Estimate Mortality Rate, Simulation Function, Cohort Group",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ryan K. Masters, Daniel A. Powers, Robert A. Hummer, Audrey Beck, Shih-Fan Lin, Brian Karl Finch; Fitting Age-Period-Cohort Models Using the Intrinsic Estimator: Assumptions and Misapplications. Demography 1 August 2016; 53 (4): 1253–1259. doi: https://doi.org/10.1007/s13524-016-0481-y",2016,"Bayesian Information Criterion, Effect Code, Dummy Code, Intrinsic Estimator, Ridge Regression Estimator",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"David Sven Reher, Glenn Sandström, Alberto Sanz-Gimeno, Frans W. A. van Poppel; Agency in Fertility Decisions in Western Europe During the Demographic Transition: A Comparative Perspective. Demography 1 February 2017; 54 (1): 3–22. doi: https://doi.org/10.1007/s13524-016-0536-0",2017,"Demographic transition, Fertility, Mortality, Sex-preferences, Europe",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Sara Cools, Rannveig Kaldager Hart; The Effect of Childhood Family Size on Fertility in Adulthood: New Evidence From IV Estimation. Demography 1 February 2017; 54 (1): 23–44. doi: https://doi.org/10.1007/s13524-016-0537-z",2017,"Fertility, Intergenerational transmission, Instrumental variables, Family size",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Karen Benjamin Guzzo; Is Stepfamily Status Associated With Cohabiting and Married Women’s Fertility Behaviors?. Demography 1 February 2017; 54 (1): 45–70. doi: https://doi.org/10.1007/s13524-016-0534-2,2017,"Stepfamily, Multipartnered fertility, Unintended fertility",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Felix C. Tropf, Jornt J. Mandemakers; Is the Association Between Education and Fertility Postponement Causal? The Role of Family Background Factors. Demography 1 February 2017; 54 (1): 71–91. doi: https://doi.org/10.1007/s13524-016-0531-5",2017,"Fertility postponement, Education, Fixed effects, Twins, United Kingdom",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Yao Lu, Julia Shu-Huah Wang, Wen-Jui Han; Women’s Short-Term Employment Trajectories Following Birth: Patterns, Determinants, and Variations by Race/Ethnicity and Nativity. Demography 1 February 2017; 54 (1): 93–118. doi: https://doi.org/10.1007/s13524-016-0541-3",2017,"Employment, Trajectory, Motherhood, Nativity, Race and ethnicity",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Alessandra Trimarchi, Jan Van Bavel; Education and the Transition to Fatherhood: The Role of Selection Into Union. Demography 1 February 2017; 54 (1): 119–144. doi: https://doi.org/10.1007/s13524-016-0533-3",2017,"Fatherhood, Union formation, Education, Selection",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Xi Song, Robert D. Mare; Short-Term and Long-Term Educational Mobility of Families: A Two-Sex Approach. Demography 1 February 2017; 54 (1): 145–173. doi: https://doi.org/10.1007/s13524-016-0540-4",2017,"Educational mobility, Multigenerational, Two-sex model, Assortative mating",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Fernando Riosmena, Randall Kuhn, Warren C. Jochem; Explaining the Immigrant Health Advantage: Self-selection and Protection in Health-Related Factors Among Five Major National-Origin Immigrant Groups in the United States. Demography 1 February 2017; 54 (1): 175–200. doi: https://doi.org/10.1007/s13524-016-0542-2",2017,"Migration, Health, Selectivity, Protection, Immigrant adaptation",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
